location,total_sqft,size,area_type,balcony,bath,price
Sarjapur,650.0,1,Super built-up  Area,2.0,1.0,19.87
Whitefield,1850.0,3,Super built-up  Area,2.0,3.0,150.0
others,2800.0,4,Built-up  Area,1.0,4.0,200.0
Koramangala,1161.0,2,Super built-up  Area,1.0,2.0,63.85
Banashankari Stage V,1630.0,3,Super built-up  Area,2.0,3.0,51.35
Jalahalli,1310.0,3,Super built-up  Area,2.0,2.0,60.0
others,750.0,2,Super built-up  Area,1.0,2.0,28.0
Whitefield,1200.0,3,Plot  Area,1.0,3.0,67.77
others,1000.0,2,Super built-up  Area,1.0,2.0,45.0
Old Madras Road,4000.0,4,Plot  Area,2.0,4.0,225.0
Nagavara,1315.0,2,Built-up  Area,2.0,2.0,70.0
Sahakara Nagar,1370.0,3,Super built-up  Area,2.0,2.0,90.0
Ulsoor,1200.0,5,Plot  Area,3.0,4.0,150.0
Bellandur,1465.0,2,Built-up  Area,3.0,3.0,90.0
Padmanabhanagar,1250.0,3,Super built-up  Area,2.0,2.0,70.0
Horamavu Agara,1284.0,3,Super built-up  Area,2.0,2.0,75.0
Hebbal,2600.0,3,Super built-up  Area,2.0,3.0,199.0
others,1820.0,3,Super built-up  Area,2.0,3.0,150.0
Haralur Road,1580.0,3,Super built-up  Area,1.0,3.0,73.0
Akshaya Nagar,2650.0,3,Built-up  Area,2.0,3.0,125.0
Uttarahalli,1075.0,2,Super built-up  Area,1.0,2.0,40.0
R.T. Nagar,1400.0,3,Super built-up  Area,3.0,2.0,78.0
Subramanyapura,1400.0,3,Super built-up  Area,1.0,2.0,55.0
Bisuvanahalli,845.0,2,Built-up  Area,1.0,2.0,30.0
Hegde Nagar,2600.0,4,Super built-up  Area,3.0,4.0,40.0
Sarjapur,5608.5,4,Built-up  Area,0.0,6.0,385.5
others,800.0,2,Super built-up  Area,1.0,2.0,85.0
Gunjur,1175.0,2,Super built-up  Area,2.0,2.0,43.48
Bellandur,1767.0,3,Super built-up  Area,2.0,3.0,109.0
Sarjapur  Road,1800.0,4,Super built-up  Area,1.0,3.0,90.0
Rajaji Nagar,1613.0,3,Super built-up  Area,0.0,3.0,150.0
Whitefield,1290.0,2,Built-up  Area,0.0,2.0,90.0
Kasavanhalli,1375.0,2,Super built-up  Area,1.0,2.0,78.0
others,985.0,2,Super built-up  Area,2.0,2.0,57.0
others,1200.0,4,Plot  Area,1.0,4.0,200.0
Singasandra,1099.0,2,Super built-up  Area,1.0,2.0,37.5
Electronic City,605.0,1,Super built-up  Area,0.0,1.0,13.31
others,3600.0,7,Built-up  Area,3.0,7.0,160.0
Marathahalli,1200.0,2,Super built-up  Area,1.0,2.0,53.0
Hulimavu,1000.0,2,Built-up  Area,1.0,2.0,45.0
Electronic City,1159.0,3,Super built-up  Area,3.0,2.0,38.0
others,600.0,2,Plot  Area,1.0,2.0,80.0
others,2400.0,4,Plot  Area,3.0,4.0,600.0
BTM Layout,1540.0,3,Built-up  Area,2.0,2.0,78.0
others,1503.0,3,Built-up  Area,2.0,2.0,93.0
Ambedkar Nagar,1850.0,3,Super built-up  Area,2.0,4.0,120.0
Uttarahalli,1580.0,3,Built-up  Area,1.0,3.0,60.0
Mico Layout,1190.0,2,Super built-up  Area,2.0,2.0,39.25
others,1200.0,2,Plot  Area,1.0,2.0,61.0
others,1000.0,7,Plot  Area,3.0,7.0,250.0
Jakkur,850.0,2,Super built-up  Area,1.0,1.0,19.9
Domlur,2180.0,3,Super built-up  Area,2.0,3.0,285.0
others,2500.0,3,Super built-up  Area,1.0,2.0,60.0
others,1500.0,3,Super built-up  Area,2.0,2.0,52.0
others,1200.0,5,Plot  Area,2.0,3.0,180.0
Thanisandra,1880.0,3,Super built-up  Area,3.0,3.0,120.0
Padmanabhanagar,1150.0,2,Super built-up  Area,2.0,2.0,45.0
Kasavanhalli,4408.0,4,Plot  Area,2.0,4.0,344.0
Kumaraswami Layout,600.0,6,Plot  Area,3.0,6.0,100.0
others,750.0,4,Plot  Area,1.0,4.0,95.0
Karuna Nagar,1962.0,3,Built-up  Area,2.0,3.0,175.0
others,1765.0,3,Super built-up  Area,2.0,3.0,77.27
Attibele,1174.0,2,Super built-up  Area,1.0,2.0,29.35
Bannerghatta Road,1894.0,3,Super built-up  Area,1.0,3.0,115.0
Ramamurthy Nagar,960.0,4,Plot  Area,2.0,2.0,138.0
Sector 7 HSR Layout,1760.0,3,Super built-up  Area,2.0,3.0,142.0
others,1768.0,3,Built-up  Area,3.0,3.0,95.0
Kothanur,1790.0,3,Built-up  Area,0.0,3.0,97.0
others,3500.0,4,Plot  Area,1.0,5.0,800.0
Kengeri,2540.0,4,Built-up  Area,0.0,4.0,160.0
Mahadevpura,1137.0,2,Super built-up  Area,1.0,2.0,53.4
Mysore Road,1568.0,3,Super built-up  Area,2.0,2.0,100.0
Devanahalli,7370.0,4,Built-up  Area,0.0,4.0,393.5
AECS Layout,1308.0,2,Super built-up  Area,1.0,2.0,60.0
others,3060.0,4,Super built-up  Area,2.0,4.0,350.0
Bisuvanahalli,1200.0,3,Super built-up  Area,1.0,2.0,41.0
others,800.0,1,Super built-up  Area,2.0,1.0,32.0
Electronic City,530.0,1,Super built-up  Area,1.0,1.0,13.5
Bisuvanahalli,873.0,3,Built-up  Area,1.0,2.0,40.0
others,3000.0,7,Plot  Area,3.0,6.0,145.0
others,1200.0,4,Plot  Area,1.0,4.0,235.0
Subramanyapura,958.0,2,Super built-up  Area,1.0,2.0,33.53
Talaghattapura,2273.0,3,Super built-up  Area,3.0,3.0,159.0
Banashankari Stage VI,600.0,3,Plot  Area,2.0,3.0,90.0
Thanisandra,760.0,1,Super built-up  Area,2.0,1.0,50.0
Dommasandra,1090.0,2,Super built-up  Area,2.0,2.0,43.5
Bellandur,2666.0,3,Super built-up  Area,1.0,3.0,230.0
Sarjapur  Road,1550.0,3,Super built-up  Area,1.0,2.0,89.0
Ramagondanahalli,1251.0,2,Super built-up  Area,1.0,2.0,50.0
Electronic City,1070.0,2,Super built-up  Area,1.0,2.0,53.0
Kalena Agrahara,1200.0,2,Super built-up  Area,2.0,2.0,45.0
CV Raman Nagar,1435.0,3,Built-up  Area,2.0,2.0,60.0
Bommasandra,1400.0,3,Built-up  Area,3.0,2.0,45.0
Judicial Layout,2330.0,4,Super built-up  Area,2.0,3.0,94.71
Thanisandra,1200.0,2,Super built-up  Area,3.0,2.0,60.0
Panathur,1000.0,2,Super built-up  Area,2.0,2.0,40.0
Bannerghatta Road,1655.0,3,Super built-up  Area,2.0,2.0,62.89
Raja Rajeshwari Nagar,3600.0,9,Built-up  Area,3.0,9.0,240.0
others,600.0,1,Plot  Area,1.0,1.0,35.0
Electronics City Phase 1,1175.0,2,Super built-up  Area,1.0,2.0,50.0
Uttarahalli,1155.0,2,Super built-up  Area,2.0,2.0,40.43
Magadi Road,1200.0,3,Plot  Area,2.0,3.0,98.0
Budigere,1149.0,2,Super built-up  Area,2.0,2.0,65.0
Choodasandra,3200.0,4,Plot  Area,2.0,4.0,375.0
others,1010.0,2,Super built-up  Area,2.0,2.0,55.0
Hegde Nagar,1718.0,3,Super built-up  Area,2.0,3.0,119.0
others,650.0,2,Super built-up  Area,1.0,1.0,20.0
Banashankari,1330.0,2,Super built-up  Area,2.0,2.0,77.0
Hormavu,1200.0,2,Super built-up  Area,2.0,2.0,68.0
Bannerghatta Road,1693.0,3,Super built-up  Area,2.0,3.0,89.0
Koramangala,1249.0,2,Super built-up  Area,1.0,2.0,165.0
Thanisandra,1800.0,3,Built-up  Area,1.0,4.0,125.0
Margondanahalli,900.0,2,Plot  Area,0.0,2.0,55.0
NGR Layout,1020.0,2,Super built-up  Area,1.0,2.0,46.0
Amruthahalli,1700.0,3,Super built-up  Area,2.0,3.0,77.0
Panathur,661.0,1,Built-up  Area,1.0,1.0,40.0
Bannerghatta Road,1280.0,2,Super built-up  Area,2.0,2.0,60.16
others,1000.0,5,Plot  Area,2.0,4.0,90.0
Hosur Road,1170.0,2,Super built-up  Area,1.0,2.0,48.0
Thanisandra,933.0,1,Super built-up  Area,1.0,2.0,58.0
Sarjapur  Road,1150.0,2,Built-up  Area,0.0,2.0,44.0
Benson Town,3633.0,4,Super built-up  Area,2.0,6.0,550.0
Rajaji Nagar,1380.0,3,Super built-up  Area,3.0,3.0,130.0
Banjara Layout,1050.0,2,Built-up  Area,1.0,2.0,64.8
others,1080.0,2,Super built-up  Area,1.0,2.0,37.8
Harlur,1303.0,2,Super built-up  Area,1.0,2.0,90.0
Raja Rajeshwari Nagar,1196.0,2,Super built-up  Area,2.0,2.0,40.54
Nagarbhavi,2500.0,5,Built-up  Area,2.0,3.0,180.0
Sarjapur  Road,1200.0,5,Plot  Area,1.0,4.0,95.0
Bommanahalli,1250.0,3,Super built-up  Area,2.0,3.0,41.0
Akshaya Nagar,1419.0,3,Super built-up  Area,3.0,2.0,87.0
Banashankari,1200.0,2,Super built-up  Area,3.0,2.0,49.0
7th Phase JP Nagar,1120.0,2,Built-up  Area,2.0,2.0,65.0
Electronics City Phase 1,1140.0,1,Super built-up  Area,0.0,1.0,45.4
Electronics City Phase 1,1245.0,2,Super built-up  Area,1.0,2.0,75.0
others,3978.0,4,Built-up  Area,3.0,4.0,428.0
Channasandra,1093.0,2,Super built-up  Area,1.0,2.0,34.0
Electronic City,1025.0,2,Super built-up  Area,1.0,1.0,26.63
Hebbal,1345.0,2,Super built-up  Area,1.0,2.0,97.0
others,1500.0,2,Plot  Area,1.0,2.0,45.0
Vijayanagar,1180.0,2,Super built-up  Area,1.0,2.0,86.0
others,1800.0,3,Super built-up  Area,3.0,3.0,85.0
Konanakunte,3621.0,4,Super built-up  Area,1.0,4.0,511.0
others,2008.0,3,Super built-up  Area,2.0,3.0,170.0
Kothannur,1240.0,3,Super built-up  Area,2.0,2.0,39.85
CV Raman Nagar,1020.0,2,Super built-up  Area,1.0,2.0,55.0
others,2095.0,3,Super built-up  Area,2.0,3.0,142.0
Gunjur,1362.0,3,Super built-up  Area,2.0,3.0,62.63
Yelahanka,694.0,1,Super built-up  Area,0.0,1.0,30.84
Vittasandra,1404.0,2,Super built-up  Area,2.0,2.0,70.0
Electronic City Phase II,1192.0,3,Super built-up  Area,3.0,2.0,47.0
Mahalakshmi Layout,1050.0,4,Plot  Area,0.0,1.0,35.0
Vittasandra,1259.0,2,Super built-up  Area,1.0,2.0,67.48
Kengeri,1000.0,2,Super built-up  Area,2.0,2.0,34.0
Rachenahalli,985.0,2,Super built-up  Area,1.0,2.0,49.97
Indira Nagar,850.0,1,Built-up  Area,2.0,1.0,60.0
Uttarahalli,1650.0,3,Built-up  Area,1.0,2.0,50.0
Rajaji Nagar,2400.0,5,Plot  Area,1.0,3.0,320.0
Sarjapur  Road,1900.0,3,Super built-up  Area,1.0,4.0,180.0
Ambedkar Nagar,1367.0,2,Super built-up  Area,2.0,2.0,86.0
Rajaji Nagar,1210.0,3,Super built-up  Area,2.0,2.0,81.0
others,1190.0,2,Super built-up  Area,1.0,2.0,48.6
Sarjapur,1175.0,2,Super built-up  Area,2.0,2.0,42.0
Whitefield,1140.0,2,Super built-up  Area,2.0,2.0,40.0
Hoskote,1095.0,2,Super built-up  Area,2.0,2.0,33.6
Attibele,782.0,1,Super built-up  Area,0.0,1.0,19.55
Gubbalala,1435.0,3,Super built-up  Area,2.0,2.0,80.0
Choodasandra,725.0,2,Super built-up  Area,2.0,2.0,36.0
others,1600.0,3,Built-up  Area,2.0,2.0,88.0
Hosakerehalli,3205.0,4,Super built-up  Area,2.0,4.0,300.0
Vishwapriya Layout,720.0,4,Plot  Area,1.0,3.0,95.0
others,860.0,4,Plot  Area,2.0,4.0,125.0
Kanakpura Road,1703.0,3,Super built-up  Area,2.0,3.0,130.0
Padmanabhanagar,1350.0,3,Super built-up  Area,1.0,3.0,71.55
Horamavu Agara,1145.0,2,Super built-up  Area,1.0,2.0,41.21
7th Phase JP Nagar,1100.0,2,Super built-up  Area,1.0,3.0,60.0
Sarjapur  Road,2425.0,4,Super built-up  Area,1.0,5.0,201.0
Kothanur,2700.0,4,Plot  Area,2.0,4.0,175.0
Kanakpura Road,1600.0,3,Carpet  Area,3.0,3.0,90.0
Hosakerehalli,3033.0,4,Super built-up  Area,1.0,4.0,326.0
Pai Layout,780.0,2,Plot  Area,1.0,2.0,72.0
Banashankari Stage II,1250.0,2,Built-up  Area,2.0,2.0,110.0
Sarjapur  Road,1480.0,5,Plot  Area,1.0,4.0,169.0
Horamavu Agara,1250.0,4,Plot  Area,1.0,4.0,100.0
others,1350.0,4,Plot  Area,2.0,4.0,160.0
Laggere,620.0,1,Built-up  Area,0.0,2.0,48.0
Raja Rajeshwari Nagar,1630.0,3,Super built-up  Area,2.0,3.0,60.65
Hennur Road,1020.0,2,Built-up  Area,0.0,2.0,45.0
Hosakerehalli,1410.0,3,Super built-up  Area,2.0,2.0,53.58
Bhoganhalli,1181.7,2,Carpet  Area,1.0,2.0,100.0
others,1200.0,9,Plot  Area,3.0,8.0,270.0
KR Puram,1200.0,4,Built-up  Area,0.0,4.0,83.0
Banaswadi,1200.0,2,Super built-up  Area,3.0,2.0,60.0
Old Airport Road,1050.0,2,Super built-up  Area,2.0,2.0,50.0
Whitefield,1356.0,2,Super built-up  Area,1.0,2.0,94.84
Whitefield,1338.0,2,Super built-up  Area,1.0,2.0,103.0
others,500.0,1,Super built-up  Area,1.0,1.0,20.0
others,1280.0,3,Super built-up  Area,1.0,2.0,100.0
Raja Rajeshwari Nagar,1531.0,3,Super built-up  Area,3.0,3.0,51.77
others,11000.0,4,Super built-up  Area,1.0,4.0,1600.0
Anekal,620.0,2,Built-up  Area,1.0,1.0,23.5
8th Phase JP Nagar,1605.0,3,Super built-up  Area,2.0,2.0,65.0
Thanisandra,1917.0,3,Super built-up  Area,2.0,3.0,110.0
Nagarbhavi,1200.0,4,Plot  Area,1.0,3.0,340.0
others,2750.0,3,Super built-up  Area,2.0,3.0,943.0
Sarjapur  Road,1400.0,3,Built-up  Area,2.0,3.0,55.0
Thubarahalli,2625.0,3,Built-up  Area,3.0,3.0,175.0
Hennur Road,2041.0,3,Super built-up  Area,3.0,3.0,128.0
Sarjapur  Road,2070.0,3,Super built-up  Area,2.0,4.0,160.0
Hebbal,1110.0,3,Super built-up  Area,3.0,3.0,59.0
others,1650.0,3,Built-up  Area,1.0,3.0,110.0
Ambedkar Nagar,3565.0,4,Plot  Area,3.0,4.0,255.0
Varthur Road,1033.0,3,Super built-up  Area,2.0,2.0,30.47
HSR Layout,1142.0,2,Super built-up  Area,2.0,2.0,65.0
others,1500.0,3,Super built-up  Area,2.0,2.0,75.0
Electronic City Phase II,1502.0,3,Super built-up  Area,3.0,3.0,50.0
others,1176.0,3,Super built-up  Area,1.0,2.0,45.0
Hosa Road,1063.0,2,Super built-up  Area,1.0,2.0,32.8
Kammanahalli,1100.0,2,Built-up  Area,1.0,2.0,60.0
others,1044.0,2,Plot  Area,2.0,2.0,85.0
Sarjapur  Road,5400.0,3,Plot  Area,2.0,3.0,700.0
6th Phase JP Nagar,1216.0,2,Built-up  Area,2.0,2.0,60.0
others,1425.0,3,Super built-up  Area,2.0,3.0,55.0
others,1200.0,8,Plot  Area,2.0,8.0,150.0
Hosur Road,1345.0,2,Super built-up  Area,2.0,2.0,108.0
Marathahalli,1248.0,2,Super built-up  Area,1.0,2.0,130.0
others,1830.0,4,Plot  Area,2.0,4.0,325.0
others,900.0,2,Built-up  Area,0.0,1.0,130.0
Uttarahalli,1025.0,2,Super built-up  Area,1.0,2.0,35.88
others,840.0,2,Plot  Area,1.0,1.0,99.0
Kadubeesanahalli,1424.0,3,Super built-up  Area,2.0,2.0,75.0
EPIP Zone,2500.0,3,Built-up  Area,1.0,3.0,268.0
others,1285.0,2,Super built-up  Area,2.0,2.0,45.0
Babusapalaya,1450.0,2,Super built-up  Area,1.0,2.0,55.99
Raja Rajeshwari Nagar,1160.0,2,Super built-up  Area,1.0,2.0,70.0
Yelahanka New Town,2700.0,3,Plot  Area,0.0,3.0,350.0
others,2000.0,3,Plot  Area,2.0,2.0,95.0
Uttarahalli,1125.0,2,Super built-up  Area,1.0,2.0,47.65
Old Madras Road,3900.0,4,Built-up  Area,2.0,4.0,175.0
Raja Rajeshwari Nagar,1133.0,2,Built-up  Area,1.0,2.0,38.37
Arekere,1240.0,2,Super built-up  Area,2.0,2.0,60.0
Devanahalli,1466.0,3,Super built-up  Area,3.0,3.0,77.59
others,3870.0,4,Super built-up  Area,2.0,4.0,411.0
Kaggadasapura,1225.0,2,Built-up  Area,2.0,2.0,48.0
Akshaya Nagar,1300.0,2,Super built-up  Area,1.0,2.0,54.0
Thanisandra,1996.0,3,Super built-up  Area,1.0,4.0,123.0
others,1320.0,3,Super built-up  Area,2.0,2.0,55.0
Rajaji Nagar,1800.0,3,Super built-up  Area,2.0,3.0,240.0
others,1835.0,3,Super built-up  Area,3.0,3.0,175.0
Sarjapur  Road,1435.0,3,Super built-up  Area,2.0,3.0,90.0
Rayasandra,1601.0,3,Super built-up  Area,3.0,3.0,70.0
Kadubeesanahalli,1257.0,2,Super built-up  Area,2.0,2.0,93.0
Iblur Village,3596.0,4,Super built-up  Area,1.0,5.0,260.0
Kasavanhalli,1309.0,2,Super built-up  Area,2.0,2.0,95.0
Yeshwanthpur,1362.0,2,Plot  Area,0.0,2.0,100.0
Whitefield,1115.0,2,Super built-up  Area,1.0,2.0,55.0
others,1322.0,2,Super built-up  Area,1.0,2.0,61.99
others,1450.0,3,Super built-up  Area,1.0,2.0,65.0
Banashankari,1185.0,2,Super built-up  Area,2.0,2.0,67.0
7th Phase JP Nagar,1790.0,3,Super built-up  Area,3.0,3.0,120.0
Whitefield,3450.0,3,Plot  Area,2.0,4.0,208.0
Budigere,1025.0,1,Super built-up  Area,0.0,1.0,27.375
Sarjapur  Road,5400.0,4,Plot  Area,2.0,4.0,750.0
Devanahalli,775.0,1,Super built-up  Area,0.0,1.0,39.0
Hoodi,1000.0,2,Built-up  Area,2.0,2.0,48.0
Thanisandra,1183.0,2,Super built-up  Area,1.0,2.0,77.25
others,425.0,1,Super built-up  Area,1.0,1.0,15.0
others,820.0,2,Built-up  Area,2.0,2.0,30.0
Hebbal,1200.0,2,Built-up  Area,2.0,2.0,52.0
Ramagondanahalli,1151.0,2,Super built-up  Area,2.0,2.0,43.6
Hulimavu,1320.0,3,Super built-up  Area,2.0,2.0,59.0
others,1450.0,3,Carpet  Area,2.0,3.0,68.0
Poorna Pragna Layout,1270.0,3,Super built-up  Area,3.0,2.0,50.79
Hegde Nagar,1847.0,3,Super built-up  Area,2.0,3.0,123.0
Devanahalli,1020.0,1,Super built-up  Area,1.0,2.0,49.87
others,2380.0,4,Super built-up  Area,3.0,4.0,242.0
Mysore Road,1360.0,3,Super built-up  Area,0.0,3.0,47.6
Brookefield,1089.0,2,Super built-up  Area,1.0,2.0,49.0
Yelahanka,1115.0,2,Super built-up  Area,2.0,2.0,60.0
Kudlu Gate,1215.0,2,Super built-up  Area,1.0,2.0,45.0
Sarjapur  Road,1194.0,2,Super built-up  Area,1.0,2.0,51.0
Kannamangala,1536.0,3,Super built-up  Area,1.0,3.0,104.0
Hennur,1255.0,2,Super built-up  Area,2.0,2.0,55.5
Electronic City,1571.0,3,Super built-up  Area,2.0,3.0,83.0
others,900.0,2,Plot  Area,0.0,1.0,70.0
others,1517.0,2,Super built-up  Area,2.0,2.0,125.0
Budigere,664.0,1,Super built-up  Area,1.0,1.0,35.4
Devarachikkanahalli,1230.0,2,Super built-up  Area,1.0,2.0,58.0
Hegde Nagar,1340.0,2,Super built-up  Area,2.0,2.0,72.0
Attibele,1175.0,2,Super built-up  Area,1.0,2.0,29.38
Benson Town,3569.0,4,Plot  Area,1.0,4.0,600.0
Sarjapur,1240.0,2,Super built-up  Area,2.0,2.0,43.1
Electronic City,1470.0,3,Super built-up  Area,1.0,2.0,44.1
7th Phase JP Nagar,1680.0,3,Super built-up  Area,2.0,3.0,117.0
others,1000.0,2,Super built-up  Area,2.0,2.0,35.0
Gunjur,1071.0,2,Super built-up  Area,1.0,2.0,51.0
Frazer Town,3435.0,4,Built-up  Area,1.0,2.0,341.0
others,3144.0,3,Super built-up  Area,1.0,3.0,455.0
Kalyan nagar,1190.0,2,Built-up  Area,1.0,2.0,60.0
Kanakpura Road,1283.0,2,Super built-up  Area,2.0,2.0,63.22
Mallasandra,1325.0,2,Built-up  Area,2.0,2.0,73.0
Whitefield,1105.0,2,Super built-up  Area,1.0,2.0,35.36
Banaswadi,1600.0,3,Super built-up  Area,2.0,3.0,74.5
others,400.0,4,Plot  Area,2.0,2.0,35.0
Hennur,1100.0,2,Super built-up  Area,1.0,2.0,44.55
Talaghattapura,2099.0,3,Super built-up  Area,3.0,3.0,147.0
Yelachenahalli,1365.0,3,Super built-up  Area,1.0,2.0,72.0
Hebbal Kempapura,1485.0,2,Super built-up  Area,3.0,3.0,132.0
Hosur Road,1250.0,2,Super built-up  Area,1.0,2.0,55.0
Bellandur,1170.0,2,Super built-up  Area,1.0,2.0,46.79
Kanakpura Road,1328.0,2,Super built-up  Area,3.0,2.0,91.06
1st Phase JP Nagar,1180.0,2,Super built-up  Area,2.0,2.0,88.5
Electronic City,1350.0,3,Super built-up  Area,2.0,3.0,66.0
Nagasandra,2400.0,4,Super built-up  Area,1.0,4.0,145.0
Electronic City Phase II,1020.0,2,Super built-up  Area,2.0,2.0,32.0
Begur Road,1410.0,3,Super built-up  Area,3.0,2.0,49.34
others,2159.0,3,Built-up  Area,2.0,3.0,120.0
TC Palaya,1200.0,3,Super built-up  Area,0.0,2.0,66.0
Whitefield,1074.0,2,Super built-up  Area,1.0,2.0,42.79
others,1200.0,3,Plot  Area,2.0,3.0,72.0
Sarjapur,1170.0,3,Super built-up  Area,2.0,2.0,35.41
Tumkur Road,1026.5,1,Super built-up  Area,0.0,1.0,31.315
others,900.0,5,Plot  Area,1.0,6.0,95.0
others,1850.0,6,Built-up  Area,0.0,3.0,175.0
others,510.0,1,Built-up  Area,0.0,1.0,34.0
Mahadevpura,1601.0,3,Super built-up  Area,2.0,3.0,95.0
Begur Road,952.0,2,Super built-up  Area,1.0,2.0,42.0
others,1166.0,2,Super built-up  Area,3.0,2.0,65.0
others,2700.0,3,Built-up  Area,1.0,2.0,260.0
Electronic City Phase II,1900.0,4,Built-up  Area,1.0,3.0,97.0
others,1350.0,3,Plot  Area,0.0,2.0,175.0
others,2100.0,4,Plot  Area,3.0,6.0,100.0
Yelenahalli,1175.0,2,Super built-up  Area,2.0,2.0,50.0
Bharathi Nagar,1432.0,2,Super built-up  Area,2.0,2.0,68.0
Bommasandra Industrial Area,1005.0,2,Super built-up  Area,1.0,2.0,39.77
Rajiv Nagar,1309.0,2,Super built-up  Area,1.0,2.0,80.0
others,2251.0,3,Super built-up  Area,2.0,4.0,370.0
7th Phase JP Nagar,1050.0,2,Super built-up  Area,1.0,2.0,77.0
Sanjay nagar,2400.0,3,Plot  Area,3.0,3.0,310.0
Begur Road,1565.0,3,Super built-up  Area,2.0,2.0,56.34
others,940.0,2,Built-up  Area,1.0,2.0,56.0
others,1015.0,2,Super built-up  Area,1.0,2.0,40.1
BTM 2nd Stage,2400.0,3,Plot  Area,0.0,2.0,360.0
Electronic City,1652.0,3,Super built-up  Area,3.0,3.0,110.0
Whitefield,1100.0,2,Super built-up  Area,2.0,2.0,52.0
Rajiv Nagar,2340.0,4,Super built-up  Area,1.0,4.0,145.0
Koramangala,1084.0,2,Super built-up  Area,1.0,2.0,179.0
Kammanahalli,1200.0,2,Plot  Area,1.0,1.0,81.0
others,1400.0,3,Super built-up  Area,3.0,3.0,69.0
HBR Layout,2400.0,4,Plot  Area,0.0,5.0,320.0
Electronic City Phase II,1020.0,2,Super built-up  Area,1.0,2.0,27.43
Whitefield,1267.0,2,Super built-up  Area,1.0,2.0,90.33
Bhoganhalli,2439.0,4,Super built-up  Area,3.0,4.0,185.0
Electronic City,1320.0,3,Built-up  Area,1.0,2.0,38.12
Ananth Nagar,1000.0,2,Super built-up  Area,1.0,2.0,29.7
Whitefield,5000.0,4,Built-up  Area,2.0,5.0,550.0
KR Puram,2500.0,6,Built-up  Area,3.0,6.0,58.0
Kengeri Satellite Town,2480.0,2,Plot  Area,1.0,2.0,160.0
Kalyan nagar,1086.0,2,Built-up  Area,2.0,2.0,44.5
Kengeri,416.0,1,Super built-up  Area,1.0,1.0,18.0
Hennur Road,1066.0,2,Built-up  Area,1.0,2.0,52.23
OMBR Layout,1730.0,3,Super built-up  Area,1.0,3.0,93.0
Balagere,1205.0,2,Super built-up  Area,1.0,2.0,63.86
Marathahalli,2500.0,4,Super built-up  Area,2.0,5.0,175.0
Subramanyapura,960.0,2,Super built-up  Area,1.0,2.0,55.0
Haralur Road,1510.0,3,Super built-up  Area,2.0,3.0,83.05
others,1600.0,4,Built-up  Area,2.0,4.0,90.0
Old Madras Road,2300.0,3,Built-up  Area,2.0,3.0,142.0
others,1000.0,2,Built-up  Area,1.0,2.0,63.0
Hormavu,1553.0,3,Super built-up  Area,2.0,2.0,58.23
Seegehalli,1134.0,2,Super built-up  Area,2.0,2.0,45.0
Nagasandra,600.0,4,Plot  Area,2.0,4.0,80.0
Horamavu Agara,2400.0,5,Plot  Area,3.0,3.0,80.0
Whitefield,2400.0,4,Plot  Area,1.0,4.0,143.0
others,1350.0,2,Super built-up  Area,2.0,2.0,65.0
Sarjapur,1032.0,2,Super built-up  Area,1.0,2.0,42.0
others,1998.0,3,Super built-up  Area,2.0,3.0,117.0
Murugeshpalya,1225.0,2,Super built-up  Area,2.0,2.0,48.0
Sarjapur  Road,1262.0,2,Super built-up  Area,2.0,2.0,67.0
Kothannur,1070.0,2,Super built-up  Area,2.0,2.0,38.6
others,950.0,2,Built-up  Area,1.0,2.0,33.0
Balagere,1012.0,2,Super built-up  Area,1.0,2.0,53.58
TC Palaya,1000.0,2,Built-up  Area,0.0,2.0,70.0
Kadugodi,1394.0,2,Super built-up  Area,2.0,2.0,56.0
Amruthahalli,1450.0,3,Super built-up  Area,1.0,2.0,85.0
Banaswadi,527.0,1,Super built-up  Area,0.0,1.0,35.0
Sarjapur  Road,1693.0,3,Super built-up  Area,2.0,3.0,125.0
Horamavu Agara,1000.0,2,Super built-up  Area,1.0,2.0,46.0
Kogilu,952.0,2,Built-up  Area,2.0,2.0,49.0
Kengeri,1200.0,1,Super built-up  Area,1.0,1.0,14.0
Mysore Road,1410.0,3,Super built-up  Area,2.0,2.0,64.0
Hebbal Kempapura,1400.0,2,Super built-up  Area,2.0,2.0,108.0
Sarjapur  Road,1826.0,3,Super built-up  Area,2.0,3.0,125.0
Hosur Road,1689.0,3,Super built-up  Area,2.0,3.0,103.0
Bisuvanahalli,1075.0,3,Super built-up  Area,1.0,2.0,31.0
Hennur,960.0,2,Super built-up  Area,1.0,2.0,48.0
Channasandra,808.0,2,Built-up  Area,1.0,2.0,40.0
Kodichikkanahalli,907.0,2,Super built-up  Area,2.0,2.0,38.5
Uttarahalli,1300.0,2,Super built-up  Area,2.0,2.0,55.0
others,1804.0,3,Super built-up  Area,2.0,3.0,150.0
others,1350.0,3,Super built-up  Area,2.0,3.0,81.0
Whitefield,1836.0,3,Super built-up  Area,2.0,3.0,125.0
others,826.0,2,Super built-up  Area,2.0,2.0,36.0
Hormavu,1200.0,2,Super built-up  Area,3.0,2.0,68.0
others,3000.0,4,Super built-up  Area,3.0,3.0,300.0
Indira Nagar,2400.0,4,Plot  Area,2.0,4.0,405.0
Hoskote,1200.0,4,Plot  Area,3.0,4.0,140.0
BTM 2nd Stage,965.0,2,Super built-up  Area,2.0,2.0,56.0
Kothannur,2000.0,4,Carpet  Area,2.0,4.0,95.0
