area_type,balcony,location,size,total_sqft,bath,price
Super built-up  Area,2.0,Kothanur,2,1075.0,2.0,53.0
Built-up  Area,0.0,Kothanur,3,1790.0,3.0,97.0
Plot  Area,2.0,Kothanur,4,2700.0,4.0,175.0
Super built-up  Area,2.0,Kothanur,3,1786.0,2.0,106.0
Super built-up  Area,2.0,Kothanur,3,1787.0,3.0,107.0
Super built-up  Area,2.0,Kothanur,2,1141.0,2.0,54.0
Super built-up  Area,2.0,Kothanur,2,1160.0,2.0,57.0
Super built-up  Area,2.0,Kothanur,2,1095.0,2.0,55.0
Super built-up  Area,2.0,Kothanur,2,1142.0,2.0,56.0
Super built-up  Area,2.0,Kothanur,2,1074.0,2.0,54.0
Super built-up  Area,1.0,Kothanur,2,1285.0,2.0,60.0
Super built-up  Area,2.0,Kothanur,2,1140.0,2.0,56.0
Super built-up  Area,1.0,Kothanur,2,1400.0,2.0,70.0
Super built-up  Area,2.0,Kothanur,3,1787.0,3.0,120.0
Super built-up  Area,2.0,Kothanur,2,1130.0,2.0,55.0
Super built-up  Area,2.0,Kothanur,2,1094.0,2.0,54.0
Built-up  Area,2.0,Kothanur,3,1170.0,3.0,80.0
Built-up  Area,2.0,Kothanur,2,1400.0,2.0,65.0
Super built-up  Area,2.0,Kothanur,2,1195.0,2.0,59.0
Super built-up  Area,2.0,Kothanur,3,1790.0,3.0,120.0
Super built-up  Area,3.0,Kothanur,3,1454.0,3.0,71.5
Super built-up  Area,1.0,Kudlu,2,1152.0,2.0,53.5
Super built-up  Area,2.0,Kudlu,2,1027.0,2.0,43.0
Super built-up  Area,2.0,Kudlu,2,1092.0,2.0,44.0
Super built-up  Area,1.0,Kudlu,2,1143.0,2.0,55.0
Super built-up  Area,2.0,Kudlu,2,1024.0,2.0,44.0
Built-up  Area,3.0,Kudlu,3,1600.0,3.0,79.0
Super built-up  Area,2.0,Kudlu,2,1027.0,2.0,42.0
Built-up  Area,1.0,Kudlu,2,1076.0,2.0,50.0
Super built-up  Area,2.0,Kudlu,2,1027.0,2.0,44.0
Super built-up  Area,1.0,Kudlu,2,1084.0,2.0,53.0
Built-up  Area,2.0,Kudlu,2,1300.0,2.0,56.0
Built-up  Area,2.0,Kudlu,2,1027.0,2.0,44.0
Carpet  Area,1.0,Kudlu,3,1245.0,2.0,60.0
Super built-up  Area,1.0,Kudlu,2,1027.0,2.0,44.0
Built-up  Area,1.0,Kudlu,2,1110.0,2.0,46.0
Super built-up  Area,1.0,Kudlu,4,2100.0,3.0,114.0
Super built-up  Area,1.0,Kudlu,1,720.0,1.0,33.0
Super built-up  Area,1.0,Kudlu,2,1162.0,2.0,52.0
Super built-up  Area,1.0,Kudlu,2,1041.0,2.0,53.0
Super built-up  Area,2.0,Kudlu Gate,3,1535.0,3.0,83.0
Super built-up  Area,2.0,Kudlu Gate,3,1535.0,3.0,85.0
Super built-up  Area,1.0,Kudlu Gate,3,1535.0,3.0,78.0
Super built-up  Area,2.0,Kudlu Gate,3,1535.0,3.0,86.0
Super built-up  Area,1.0,Kudlu Gate,3,1564.0,2.0,92.0
Super built-up  Area,3.0,Kudlu Gate,2,1238.0,2.0,55.0
Built-up  Area,2.0,Kudlu Gate,3,1335.0,3.0,89.0
Super built-up  Area,1.0,Kudlu Gate,1,703.0,1.0,52.0
Super built-up  Area,2.0,Kudlu Gate,3,1532.0,3.0,83.0
Super built-up  Area,1.0,Kudlu Gate,2,1113.0,2.0,50.0
Super built-up  Area,1.0,Kudlu Gate,2,1185.0,2.0,50.0
Super built-up  Area,1.0,Kudlu Gate,2,1215.0,2.0,45.0
Built-up  Area,1.0,Kudlu Gate,2,812.0,2.0,38.25
Super built-up  Area,2.0,Kudlu Gate,2,1547.0,2.0,103.0
Built-up  Area,1.0,Kudlu Gate,2,1336.0,2.0,86.0
Built-up  Area,2.0,Kudlu Gate,3,1919.0,3.0,121.0
Super built-up  Area,3.0,Kudlu Gate,2,1464.0,3.0,56.0
Super built-up  Area,2.0,Kudlu Gate,3,1850.0,3.0,120.0
Super built-up  Area,1.0,Kudlu Gate,2,940.0,2.0,69.57
Super built-up  Area,1.0,Kudlu Gate,2,1215.0,2.0,44.96
Built-up  Area,2.0,Kudlu Gate,2,1164.0,2.0,75.0
Super built-up  Area,1.0,Kudlu Gate,2,1183.0,2.0,79.54
Super built-up  Area,2.0,Kudlu Gate,3,1850.0,3.0,110.0
Super built-up  Area,1.0,Kudlu Gate,2,1200.0,2.0,44.4
Built-up  Area,2.0,Kudlu Gate,2,1310.0,2.0,53.0
Plot  Area,1.0,Kumaraswami Layout,4,2000.0,4.0,139.0
Super built-up  Area,1.0,Kumaraswami Layout,2,1000.0,2.0,48.5
Super built-up  Area,1.0,Kumaraswami Layout,2,1000.0,2.0,58.0
Built-up  Area,1.0,Kumaraswami Layout,7,2400.0,7.0,125.0
Built-up  Area,1.0,Kumaraswami Layout,3,2400.0,2.0,125.0
Built-up  Area,1.0,Kumaraswami Layout,3,1310.0,2.0,70.0
Built-up  Area,1.0,Kumaraswami Layout,1,850.0,1.0,78.0
Built-up  Area,0.0,Kumaraswami Layout,7,3200.0,7.0,150.0
Built-up  Area,1.0,Kumaraswami Layout,3,1310.0,2.0,85.0
Built-up  Area,2.0,Kumaraswami Layout,4,2450.0,3.0,110.0
Built-up  Area,3.0,Kumaraswami Layout,7,3100.0,7.0,145.0
Built-up  Area,1.0,Kumaraswami Layout,3,1200.0,3.0,75.0
Super built-up  Area,3.0,Kumaraswami Layout,2,1081.0,2.0,60.0
Super built-up  Area,2.0,Kundalahalli,3,1724.0,3.0,125.0
Built-up  Area,2.0,Kundalahalli,2,1030.0,2.0,49.0
Super built-up  Area,1.0,Kundalahalli,2,735.0,2.0,57.99
Built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,82.0
Super built-up  Area,3.0,Kundalahalli,3,1397.0,3.0,105.0
Super built-up  Area,2.0,Kundalahalli,3,1724.0,3.0,127.0
Super built-up  Area,1.0,Kundalahalli,2,1010.0,2.0,49.27
Super built-up  Area,2.0,Kundalahalli,3,1397.0,3.0,110.0
Super built-up  Area,2.0,Kundalahalli,3,1397.0,3.0,104.0
Super built-up  Area,3.0,Kundalahalli,3,1397.0,3.0,108.0
Super built-up  Area,2.0,Kundalahalli,3,1920.0,3.0,150.0
Super built-up  Area,2.0,Kundalahalli,3,1724.0,3.0,124.0
Super built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,84.0
Super built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,83.0
Plot  Area,3.0,Kundalahalli,4,7000.0,4.0,550.0
Super built-up  Area,1.0,Kundalahalli,2,1120.0,2.0,53.76
Super built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,82.62
Super built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,91.0
Super built-up  Area,1.0,Kundalahalli,3,1724.0,3.0,146.0
Plot  Area,2.0,Kundalahalli,3,1600.0,3.0,170.0
Super built-up  Area,1.0,Kundalahalli,3,1724.0,3.0,125.0
Super built-up  Area,1.0,Kundalahalli,2,1010.0,2.0,48.27
Super built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,89.0
Plot  Area,2.0,Kundalahalli,4,2500.0,5.0,245.0
Super built-up  Area,1.0,Kundalahalli,2,1047.0,2.0,72.0
Built-up  Area,0.0,Kundalahalli,2,1260.0,2.0,58.0
Built-up  Area,3.0,Kundalahalli,4,3092.0,4.0,230.0
Built-up  Area,1.0,Kundalahalli,2,1065.0,2.0,70.0
Super built-up  Area,2.0,Kundalahalli,2,1047.0,2.0,91.0
Super built-up  Area,2.0,Kundalahalli,3,1724.0,3.0,128.0
Super built-up  Area,3.0,Kundalahalli,2,1315.0,2.0,74.0
Built-up  Area,2.0,Kundalahalli,3,2100.0,3.0,150.0
Super built-up  Area,3.0,Kundalahalli,3,1724.0,3.0,140.0
Super built-up  Area,1.0,Kundalahalli,2,1175.0,2.0,65.0
Carpet  Area,2.0,LB Shastri Nagar,2,1043.0,2.0,55.0
Super built-up  Area,2.0,LB Shastri Nagar,1,665.0,1.0,32.0
Super built-up  Area,2.0,LB Shastri Nagar,3,1400.0,2.0,80.0
Super built-up  Area,1.0,LB Shastri Nagar,2,1184.0,2.0,62.0
Super built-up  Area,1.0,LB Shastri Nagar,2,1000.0,2.0,49.5
Plot  Area,2.0,Laggere,5,2800.0,5.0,125.0
Plot  Area,1.0,Laggere,3,1200.0,3.0,130.0
Plot  Area,1.0,Laggere,1,1200.0,1.0,125.0
Plot  Area,0.0,Laggere,2,1200.0,2.0,75.0
Built-up  Area,0.0,Laggere,1,620.0,2.0,48.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1185.0,2.0,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,3,1600.0,2.0,108.0
Built-up  Area,2.0,Lakshminarayana Pura,2,1180.0,2.0,75.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1172.0,2.0,82.0
Built-up  Area,1.0,Lakshminarayana Pura,2,1179.0,2.0,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,2,1149.0,2.0,75.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1336.0,2.0,100.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1175.0,2.0,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,2,1190.0,2.0,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,2,1200.0,2.0,75.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1200.0,2.0,75.0
Built-up  Area,2.0,Lakshminarayana Pura,2,1165.0,2.0,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,2,1145.0,2.0,75.0
Super built-up  Area,2.0,Lakshminarayana Pura,3,1500.0,3.0,104.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1210.0,2.0,75.0
Built-up  Area,2.0,Lakshminarayana Pura,2,1169.0,2.0,75.0
Built-up  Area,1.0,Lakshminarayana Pura,2,1200.0,2.0,75.0
Built-up  Area,1.0,Lakshminarayana Pura,2,1172.0,2.0,75.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1172.0,2.0,75.0
Super built-up  Area,1.0,Lakshminarayana Pura,2,1180.0,2.0,75.0
Super built-up  Area,3.0,Lakshminarayana Pura,2,1200.0,2.0,83.0
Super built-up  Area,2.0,Lakshminarayana Pura,2,1200.0,2.0,80.0
Built-up  Area,1.0,Lakshminarayana Pura,2,1195.0,2.0,75.0
Built-up  Area,1.0,Lakshminarayana Pura,2,1200.0,2.0,80.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1521.0,3.0,95.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1511.0,3.0,95.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1683.0,3.0,109.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1519.0,3.0,93.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1521.0,3.0,94.99
Super built-up  Area,1.0,Lingadheeranahalli,3,1682.0,3.0,120.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1521.0,3.0,94.71
Super built-up  Area,1.0,Lingadheeranahalli,3,1893.0,3.0,130.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1705.0,3.0,110.0
Super built-up  Area,2.0,Lingadheeranahalli,4,2245.0,4.0,154.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1682.0,3.0,113.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1682.0,3.0,114.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1506.0,3.0,95.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1683.0,3.0,110.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1684.0,3.0,120.0
Super built-up  Area,2.0,Lingadheeranahalli,4,2236.0,4.0,153.0
Super built-up  Area,1.0,Lingadheeranahalli,3,1894.0,4.0,114.0
Super built-up  Area,2.0,Lingadheeranahalli,4,2240.0,4.0,160.0
Built-up  Area,0.0,Magadi Road,6,3600.0,6.0,141.0
Super built-up  Area,1.0,Magadi Road,2,1116.0,2.0,50.0
Super built-up  Area,1.0,Magadi Road,2,884.0,2.0,41.1
Super built-up  Area,1.0,Magadi Road,2,1005.0,2.0,55.78
Plot  Area,2.0,Magadi Road,4,1500.0,2.0,93.0
Built-up  Area,2.0,Magadi Road,2,1345.0,2.0,55.0
Super built-up  Area,1.0,Magadi Road,2,1116.0,2.0,51.89
Super built-up  Area,1.0,Magadi Road,3,1052.0,2.0,60.0
Super built-up  Area,2.0,Magadi Road,2,940.0,2.0,50.0
Super built-up  Area,1.0,Magadi Road,3,1318.0,2.0,68.0
Super built-up  Area,1.0,Magadi Road,2,884.0,2.0,48.0
Super built-up  Area,3.0,Mahadevpura,2,1150.0,2.0,52.0
Super built-up  Area,3.0,Mahadevpura,2,1250.0,2.0,52.0
Super built-up  Area,3.0,Mahadevpura,2,1260.0,2.0,57.6
Super built-up  Area,1.0,Mahadevpura,1,730.0,1.0,35.0
Super built-up  Area,1.0,Mahadevpura,3,1434.0,2.0,67.39
Super built-up  Area,1.0,Mahadevpura,2,1146.0,2.0,53.8
Super built-up  Area,2.0,Mahadevpura,2,1532.0,2.0,62.0
Super built-up  Area,1.0,Mahadevpura,3,1620.0,2.0,76.0
Super built-up  Area,3.0,Mahadevpura,2,1136.0,2.0,64.5
Super built-up  Area,2.0,Mahadevpura,3,1400.0,2.0,65.8
Super built-up  Area,1.0,Mahadevpura,2,1137.0,2.0,53.4
Super built-up  Area,2.0,Mahadevpura,3,1601.0,3.0,95.0
Super built-up  Area,2.0,Mahadevpura,3,1450.0,3.0,75.0
Super built-up  Area,1.0,Mahadevpura,2,1152.0,2.0,54.0
Super built-up  Area,1.0,Mahadevpura,2,1212.0,2.0,56.9
Super built-up  Area,2.0,Mahadevpura,3,1505.0,3.0,78.0
Super built-up  Area,1.0,Mahadevpura,3,1500.0,2.0,70.0
Super built-up  Area,1.0,Mahadevpura,2,1236.0,2.0,58.0
Super built-up  Area,2.0,Mahadevpura,2,1120.0,2.0,53.0
Super built-up  Area,1.0,Mahadevpura,2,1050.0,2.0,42.0
Plot  Area,1.0,Mahalakshmi Layout,4,1575.0,5.0,158.0
Super built-up  Area,1.0,Mahalakshmi Layout,2,1105.0,2.0,80.0
Super built-up  Area,3.0,Mahalakshmi Layout,3,1200.0,2.0,110.0
Super built-up  Area,1.0,Mahalakshmi Layout,3,1876.0,3.0,150.0
Super built-up  Area,2.0,Mallasandra,3,1665.0,3.0,95.0
Super built-up  Area,2.0,Mallasandra,3,1665.0,3.0,86.58
Super built-up  Area,2.0,Mallasandra,2,1340.0,2.0,61.0
Super built-up  Area,2.0,Mallasandra,2,1325.0,2.0,70.0
Super built-up  Area,2.0,Mallasandra,3,1665.0,3.0,86.91
Super built-up  Area,1.0,Mallasandra,2,1325.0,2.0,70.0
Super built-up  Area,1.0,Mallasandra,2,905.0,2.0,40.0
Built-up  Area,2.0,Mallasandra,2,1325.0,2.0,73.0
Super built-up  Area,2.0,Mallasandra,2,1565.0,2.0,69.0
Super built-up  Area,1.0,Mallasandra,2,905.0,2.0,35.0
Built-up  Area,3.0,Mallasandra,3,1100.0,2.0,76.3
Super built-up  Area,2.0,Malleshpalya,2,1140.0,2.0,46.5
Super built-up  Area,2.0,Malleshpalya,2,1225.0,2.0,46.86
Super built-up  Area,2.0,Malleshpalya,2,1052.0,2.0,50.0
Built-up  Area,2.0,Malleshpalya,3,1405.0,2.0,77.0
Super built-up  Area,2.0,Malleshpalya,2,1065.0,2.0,50.0
Super built-up  Area,3.0,Malleshpalya,2,1210.0,2.0,55.0
Super built-up  Area,1.0,Malleshpalya,2,1060.0,2.0,40.0
Super built-up  Area,1.0,Malleshpalya,3,1430.0,2.0,69.5
Built-up  Area,1.0,Malleshpalya,2,1421.0,2.0,90.0
Super built-up  Area,1.0,Malleshpalya,2,1245.0,2.0,55.0
Super built-up  Area,2.0,Malleshpalya,2,1200.0,2.0,46.0
Super built-up  Area,2.0,Malleshpalya,2,1225.0,2.0,52.0
Super built-up  Area,2.0,Malleshwaram,1,705.0,1.0,67.0
Super built-up  Area,3.0,Malleshwaram,7,12000.0,7.0,2200.0
Built-up  Area,2.0,Malleshwaram,4,2500.0,5.0,325.0
Super built-up  Area,1.0,Malleshwaram,1,686.0,1.0,62.5
Super built-up  Area,3.0,Malleshwaram,3,2475.0,4.0,332.0
Super built-up  Area,3.0,Malleshwaram,3,2475.0,4.0,320.0
Super built-up  Area,1.0,Malleshwaram,2,900.0,2.0,95.0
Super built-up  Area,1.0,Malleshwaram,2,1420.0,2.0,158.0
Built-up  Area,2.0,Malleshwaram,3,2000.0,3.0,250.0
Super built-up  Area,1.0,Malleshwaram,3,2215.0,3.0,275.0
Super built-up  Area,3.0,Malleshwaram,3,1600.0,3.0,160.0
Super built-up  Area,3.0,Malleshwaram,3,2475.0,4.0,300.0
Super built-up  Area,1.0,Malleshwaram,3,2215.0,4.0,310.0
Super built-up  Area,1.0,Malleshwaram,1,480.0,1.0,60.0
Super built-up  Area,1.0,Malleshwaram,2,1290.0,2.0,120.0
Super built-up  Area,3.0,Malleshwaram,3,2475.0,4.0,326.0
Super built-up  Area,3.0,Malleshwaram,3,2476.0,3.0,337.0
Built-up  Area,1.0,Malleshwaram,2,900.0,2.0,90.0
Built-up  Area,1.0,Malleshwaram,2,900.0,2.0,72.0
Super built-up  Area,1.0,Malleshwaram,1,620.0,1.0,86.8
Super built-up  Area,3.0,Malleshwaram,3,2475.0,4.0,337.0
Super built-up  Area,2.0,Malleshwaram,3,2215.0,3.0,275.0
Super built-up  Area,2.0,Malleshwaram,3,2215.0,3.0,330.0
Super built-up  Area,1.0,Malleshwaram,2,1020.0,2.0,80.0
Built-up  Area,2.0,Malleshwaram,3,2200.0,3.0,275.0
Super built-up  Area,3.0,Malleshwaram,3,2475.0,4.0,340.0
Super built-up  Area,1.0,Malleshwaram,2,1400.0,2.0,190.0
Super built-up  Area,2.0,Malleshwaram,3,2400.0,3.0,380.0
Built-up  Area,1.0,Malleshwaram,1,580.0,1.0,45.0
Super built-up  Area,3.0,Malleshwaram,2,1410.0,2.0,125.0
Super built-up  Area,1.0,Marathahalli,2,1220.0,2.0,57.0
Super built-up  Area,2.0,Marathahalli,2,1200.0,2.0,52.0
Super built-up  Area,2.0,Marathahalli,2,1200.0,2.0,60.0
Super built-up  Area,2.0,Marathahalli,3,1933.0,3.0,140.0
Super built-up  Area,1.0,Marathahalli,2,950.0,2.0,46.96
Super built-up  Area,2.0,Marathahalli,2,1230.0,2.0,80.0
Super built-up  Area,3.0,Marathahalli,4,3800.0,4.0,250.0
Super built-up  Area,2.0,Marathahalli,2,1019.0,2.0,49.85
Super built-up  Area,1.0,Marathahalli,2,1215.0,2.0,67.0
Super built-up  Area,2.0,Marathahalli,4,2181.0,3.0,152.0
Built-up  Area,3.0,Marathahalli,2,1170.0,2.0,53.0
Super built-up  Area,2.0,Marathahalli,2,1019.0,2.0,49.86
Super built-up  Area,2.0,Marathahalli,2,1325.0,2.0,71.55
Super built-up  Area,1.0,Marathahalli,2,1220.0,2.0,56.5
Super built-up  Area,1.0,Marathahalli,2,1152.0,2.0,56.0
Super built-up  Area,1.0,Marathahalli,3,1610.0,3.0,90.0
Super built-up  Area,1.0,Marathahalli,2,1146.0,2.0,70.0
Super built-up  Area,1.0,Marathahalli,3,1469.0,3.0,89.0
Super built-up  Area,2.0,Marathahalli,4,2519.0,5.0,185.0
Super built-up  Area,1.0,Marathahalli,2,957.0,2.0,46.9
Super built-up  Area,3.0,Marathahalli,3,1583.0,3.0,105.0
Super built-up  Area,2.0,Marathahalli,4,2524.0,5.0,190.0
Super built-up  Area,2.0,Marathahalli,2,1071.0,2.0,52.25
Super built-up  Area,2.0,Marathahalli,2,1215.0,2.0,58.86
Super built-up  Area,2.0,Marathahalli,2,1102.0,2.0,53.67
Super built-up  Area,3.0,Marathahalli,3,1900.0,3.0,123.0
Super built-up  Area,3.0,Marathahalli,2,1045.0,2.0,60.0
Super built-up  Area,2.0,Marathahalli,2,1365.0,2.0,73.0
Super built-up  Area,2.0,Marathahalli,2,1208.0,2.0,70.0
Built-up  Area,1.0,Marathahalli,2,1325.0,1.0,92.0
Built-up  Area,2.0,Marathahalli,3,1525.0,3.0,90.0
Super built-up  Area,2.0,Marathahalli,3,1937.0,3.0,140.0
Super built-up  Area,2.0,Marathahalli,3,1550.0,3.0,83.0
Super built-up  Area,1.0,Marathahalli,2,1350.0,2.0,86.0
Super built-up  Area,1.0,Marathahalli,2,957.0,2.0,47.0
Super built-up  Area,1.0,Marathahalli,2,1230.0,2.0,57.0
Super built-up  Area,2.0,Marathahalli,2,1200.0,2.0,58.0
Super built-up  Area,1.0,Marathahalli,1,607.0,1.0,35.0
Super built-up  Area,3.0,Marathahalli,3,1583.0,3.0,109.0
Super built-up  Area,2.0,Marathahalli,2,1075.0,2.0,52.43
Super built-up  Area,1.0,Marathahalli,2,1220.0,2.0,58.5
Super built-up  Area,1.0,Marathahalli,2,950.0,2.0,45.68
Super built-up  Area,1.0,Marathahalli,1,615.0,1.0,44.0
Super built-up  Area,2.0,Marathahalli,3,1595.0,3.0,90.0
Super built-up  Area,1.0,Marathahalli,2,1350.0,2.0,89.0
Super built-up  Area,1.0,Marathahalli,2,1020.0,2.0,57.0
Super built-up  Area,2.0,Marathahalli,2,1600.0,3.0,88.0
Super built-up  Area,1.0,Marathahalli,1,780.0,1.0,55.0
Super built-up  Area,2.0,Marathahalli,3,1710.0,3.0,100.0
Super built-up  Area,1.0,Marathahalli,2,1358.0,2.0,81.0
Super built-up  Area,1.0,Marathahalli,2,1205.0,2.0,75.0
Super built-up  Area,3.0,Marathahalli,3,1730.0,3.0,110.0
Super built-up  Area,3.0,Marathahalli,3,1583.0,3.0,115.0
Built-up  Area,1.0,Marathahalli,2,1200.0,2.0,67.0
Built-up  Area,1.0,Marathahalli,2,1095.0,2.0,60.0
Super built-up  Area,1.0,Marathahalli,2,1060.0,2.0,48.0
Built-up  Area,1.0,Marathahalli,2,1050.0,2.0,65.0
Super built-up  Area,1.0,Marathahalli,2,1026.0,2.0,49.95
Super built-up  Area,1.0,Marathahalli,2,1220.0,2.0,59.0
Super built-up  Area,1.0,Marathahalli,2,881.0,2.0,48.06
Super built-up  Area,3.0,Marathahalli,3,1680.0,3.0,105.0
Super built-up  Area,3.0,Marathahalli,3,1910.0,3.0,119.0
Super built-up  Area,1.0,Marathahalli,1,700.0,1.0,38.0
Super built-up  Area,2.0,Marathahalli,3,1690.0,3.0,116.0
Super built-up  Area,2.0,Marathahalli,2,1065.0,2.0,55.0
Built-up  Area,2.0,Marathahalli,3,1693.0,3.0,125.0
Super built-up  Area,1.0,Marathahalli,3,1693.0,3.0,125.0
Super built-up  Area,2.0,Marathahalli,2,1196.0,2.0,57.9
Super built-up  Area,2.0,Marathahalli,3,1595.0,3.0,88.0
Super built-up  Area,2.0,Marathahalli,3,2122.0,3.0,125.0
Super built-up  Area,2.0,Marathahalli,3,1730.0,3.0,115.0
Super built-up  Area,3.0,Marathahalli,2,1125.0,2.0,55.0
Super built-up  Area,2.0,Marathahalli,3,1950.0,3.0,115.0
Built-up  Area,2.0,Marathahalli,2,1250.0,2.0,68.0
Super built-up  Area,2.0,Marathahalli,2,1125.0,2.0,56.8
Super built-up  Area,1.0,Marathahalli,2,1350.0,2.0,90.0
Super built-up  Area,1.0,Marathahalli,2,1200.0,2.0,53.0
Super built-up  Area,2.0,Marathahalli,4,2500.0,5.0,175.0
Built-up  Area,2.0,Marathahalli,2,1350.0,2.0,60.0
Super built-up  Area,3.0,Marathahalli,4,3400.0,4.0,235.0
Super built-up  Area,1.0,Marathahalli,2,1350.0,2.0,99.0
Super built-up  Area,2.0,Marathahalli,4,2500.0,5.0,181.0
Super built-up  Area,3.0,Marathahalli,4,3800.0,4.0,235.0
Super built-up  Area,3.0,Marathahalli,4,3951.0,4.0,230.0
Super built-up  Area,1.0,Marathahalli,2,1125.0,2.0,54.8
Built-up  Area,2.0,Marathahalli,3,1700.0,3.0,126.0
Super built-up  Area,3.0,Marathahalli,2,1270.0,2.0,73.0
Super built-up  Area,2.0,Marathahalli,2,950.0,2.0,46.7
Super built-up  Area,2.0,Marathahalli,3,1550.0,3.0,85.0
Super built-up  Area,2.0,Marathahalli,2,1144.0,2.0,65.0
Super built-up  Area,2.0,Marathahalli,2,1240.0,2.0,55.0
Built-up  Area,2.0,Marathahalli,2,1156.0,2.0,52.0
Super built-up  Area,2.0,Marathahalli,4,2524.0,5.0,180.0
Super built-up  Area,2.0,Marathahalli,2,1135.0,2.0,60.0
Super built-up  Area,2.0,Marathahalli,3,1839.0,3.0,130.0
Super built-up  Area,2.0,Marathahalli,2,1170.0,2.0,85.0
Super built-up  Area,1.0,Marathahalli,3,1108.0,2.0,60.0
Super built-up  Area,1.0,Marathahalli,2,1360.0,2.0,101.0
Super built-up  Area,1.0,Marathahalli,2,1026.0,2.0,50.18
Built-up  Area,2.0,Marathahalli,2,1270.0,2.0,80.0
Super built-up  Area,1.0,Marathahalli,2,1100.0,2.0,50.0
Super built-up  Area,2.0,Marathahalli,2,1196.0,2.0,57.95
Built-up  Area,2.0,Marathahalli,3,1485.0,2.0,90.0
Super built-up  Area,1.0,Marathahalli,2,1146.0,2.0,69.0
Plot  Area,0.0,Margondanahalli,2,1090.0,2.0,58.0
Plot  Area,1.0,Margondanahalli,2,1200.0,2.0,58.5
Plot  Area,0.0,Margondanahalli,2,1200.0,2.0,67.0
Plot  Area,0.0,Margondanahalli,3,1200.0,2.0,65.0
Built-up  Area,0.0,Margondanahalli,2,1200.0,1.0,53.0
Plot  Area,0.0,Margondanahalli,2,1000.0,2.0,57.0
Plot  Area,0.0,Margondanahalli,2,1200.0,2.0,69.0
Plot  Area,0.0,Margondanahalli,2,900.0,2.0,49.0
Built-up  Area,1.0,Margondanahalli,2,1140.0,2.0,60.0
Plot  Area,1.0,Margondanahalli,2,1100.0,2.0,55.0
Plot  Area,0.0,Margondanahalli,2,1152.0,1.0,66.0
Plot  Area,1.0,Margondanahalli,2,1200.0,2.0,65.0
Plot  Area,0.0,Margondanahalli,2,1050.0,2.0,58.0
Plot  Area,1.0,Margondanahalli,2,1160.0,2.0,65.0
Super built-up  Area,1.0,Margondanahalli,2,1334.0,2.0,67.76
Super built-up  Area,3.0,Mico Layout,9,5000.0,9.0,210.0
Super built-up  Area,2.0,Mico Layout,3,1550.0,2.0,65.0
Super built-up  Area,2.0,Mico Layout,2,1125.0,2.0,40.0
Super built-up  Area,2.0,Mico Layout,2,1190.0,2.0,39.25
Super built-up  Area,1.0,Mico Layout,1,800.0,1.0,29.5
Super built-up  Area,2.0,Mico Layout,3,1250.0,2.0,44.0
Super built-up  Area,2.0,Mico Layout,2,1171.0,2.0,39.0
Built-up  Area,1.0,Mico Layout,2,1200.0,2.0,53.5
Super built-up  Area,2.0,Mico Layout,3,1670.0,3.0,59.0
Super built-up  Area,2.0,Mico Layout,2,1140.0,2.0,43.0
Built-up  Area,2.0,Munnekollal,2,1170.0,2.0,52.0
Super built-up  Area,2.0,Munnekollal,2,1102.0,2.0,53.67
Built-up  Area,2.0,Munnekollal,3,1390.0,3.0,68.0
Super built-up  Area,2.0,Munnekollal,2,1200.0,2.0,49.5
Super built-up  Area,1.0,Munnekollal,2,950.0,2.0,46.5
Built-up  Area,3.0,Munnekollal,3,1560.0,3.0,75.0
Super built-up  Area,3.0,Munnekollal,3,1750.0,3.0,86.5
Super built-up  Area,2.0,Munnekollal,3,1385.0,2.0,66.5
Built-up  Area,2.0,Munnekollal,2,1080.0,2.0,45.0
Built-up  Area,2.0,Munnekollal,2,1170.0,2.0,59.0
Super built-up  Area,1.0,Munnekollal,3,1200.0,2.0,57.9
